Sample_ID,Latitude_deg_SAR,Longitude_deg_SAR,Incidence_Angle_deg_SAR,Ground_Range_m_SAR,Slant_Range_m_SAR,Sat_Pos_X_m_SAR_OAT,Sat_Pos_Y_m_SAR_OAT,Sat_Pos_Z_m_SAR_OAT,Reflectance_OHRC,Elevation_m_TMC2,Slope_deg_TMC2,CPR_DFSAR,Hazard_Class_Label
sample_0348,-88.0944,-146.0956,25.83,96127.39,94907.56,-77085.53,-2132.06,-1819907.27,0.0,-1971.8,10.5,0.67,shadowing_obscuration
sample_0349,-88.0876,-149.4689,23.86,94725.35,94964.61,-76441.77,-1618.11,-1819929.41,0.0,-1912.6,24.7,0.97,steep_slope_hazard
sample_0350,-88.0991,-147.649,24.94,95509.75,95192.82,-76441.77,-1618.11,-1819929.41,0.0,-1867.3,2.9,0.21,shadowing_obscuration
sample_0351,-88.1089,-145.7088,26.07,96315.18,95421.15,-76441.77,-1618.11,-1819929.41,0.0,-1889.4,21.9,1.03,steep_slope_hazard
sample_0352,-88.1035,-148.9613,24.19,94962.83,95706.13,-76441.77,-1618.11,-1819929.41,0.0,-1825.8,15.3,1.39,steep_slope_hazard
sample_0353,-88.1142,-147.1812,25.24,95692.79,95706.15,-76441.77,-1618.11,-1819929.41,0.0,-1861.4,12.1,1.0,shadowing_obscuration
sample_0354,-88.1233,-145.3103,26.31,96505.22,95991.66,-75798.0,-1104.15,-1819951.18,0.0,-1950.7,18.7,1.34,steep_slope_hazard
sample_0355,-88.1186,-148.5836,24.44,95143.35,96219.86,-75798.0,-1104.15,-1819951.18,0.0,-1967.3,13.2,1.14,shadowing_obscuration
sample_0356,-88.1294,-146.6271,25.58,95939.43,96448.39,-75798.0,-1104.15,-1819951.18,0.0,-1864.4,22.1,0.36,steep_slope_hazard
sample_0357,-88.1224,-149.8928,23.7,94606.99,94507.99,-75798.0,-1104.15,-1819951.18,0.0,-1975.2,22.7,1.37,steep_slope_hazard
sample_0358,-88.1338,-148.1614,24.72,95326.53,94564.94,-75798.0,-1104.15,-1819951.18,0.0,-1874.6,11.7,0.29,shadowing_obscuration
sample_0359,-88.144,-146.2444,25.82,96127.28,94850.08,-75154.22,-590.19,-1819972.57,0.0,-1810.8,8.4,0.89,shadowing_obscuration
sample_0360,-88.1379,-149.4819,23.98,94785.5,95078.39,-75154.22,-590.19,-1819972.57,0.0,-1876.4,15.6,0.38,steep_slope_hazard
sample_0361,-88.1494,-147.5887,25.08,95569.62,95306.5,-75154.22,-590.19,-1819972.57,0.0,-1910.1,23.0,0.22,steep_slope_hazard
sample_0362,-88.159,-145.658,26.17,96378.0,95534.8,-75154.22,-590.19,-1819972.57,0.0,-1864.2,6.8,0.75,shadowing_obscuration
sample_0363,-88.1532,-149.098,24.24,94964.28,95591.88,-75154.22,-590.19,-1819972.57,0.0,-1897.5,16.3,0.58,steep_slope_hazard
sample_0364,-88.1642,-147.2006,25.32,95754.55,95820.14,-74510.41,-76.23,-1819993.6,0.0,-1881.8,16.5,0.83,steep_slope_hazard
sample_0365,-88.1734,-145.2361,26.42,96568.4,96105.41,-74510.41,-76.23,-1819993.6,0.0,-1810.5,18.9,0.95,steep_slope_hazard
sample_0366,-88.169,-148.5467,24.58,95204.51,96333.7,-74510.41,-76.23,-1819993.6,0.0,-1910.5,5.0,0.26,shadowing_obscuration
sample_0367,-88.179,-146.7969,25.56,95940.8,96390.72,-74510.41,-76.23,-1819993.6,0.0,-1807.0,18.5,0.36,steep_slope_hazard
sample_0368,-88.1718,-150.0983,23.72,94607.09,94450.73,-74510.41,-76.23,-1819993.6,0.0,-1817.0,22.9,0.93,steep_slope_hazard
sample_0369,-88.1841,-148.1511,24.83,95386.58,94678.86,-73866.59,437.72,-1820014.26,0.0,-1944.8,6.1,0.65,shadowing_obscuration
sample_0370,-88.1941,-146.2054,25.91,96189.27,94963.99,-73866.59,437.72,-1820014.26,0.0,-1967.5,7.5,1.15,shadowing_obscuration
sample_0371,-88.1879,-149.561,24.06,94844.93,95192.14,-73866.59,437.72,-1820014.26,0.0,-1961.9,24.3,1.05,steep_slope_hazard
sample_0372,-88.199,-147.7446,25.09,95569.76,95249.2,-73866.59,437.72,-1820014.26,0.0,-1976.7,6.2,1.3,shadowing_obscuration
sample_0373,-88.2087,-145.7602,26.18,96378.22,95477.37,-73866.59,437.72,-1820014.26,0.0,-1963.0,21.7,1.1,steep_slope_hazard
sample_0374,-88.2033,-149.1345,24.34,95023.54,95705.67,-73222.75,951.67,-1820034.55,0.0,-1857.1,13.3,0.76,shadowing_obscuration
sample_0375,-88.2145,-147.1559,25.44,95816.1,95934.13,-73222.75,951.67,-1820034.55,0.0,-1967.2,7.7,1.07,shadowing_obscuration
sample_0376,-88.2065,-150.537,23.58,94489.33,96219.19,-73222.75,951.67,-1820034.55,0.0,-1922.6,22.0,0.56,steep_slope_hazard
sample_0377,-88.2185,-148.7438,24.58,95204.72,96276.3,-73222.75,951.67,-1820034.55,0.0,-1827.9,12.2,0.6,shadowing_obscuration
sample_0378,-88.2291,-146.7773,25.66,96001.27,94336.4,-73222.75,951.67,-1820034.55,0.0,-1975.8,13.8,1.23,shadowing_obscuration
sample_0379,-88.222,-150.1367,23.84,94665.53,94564.39,-72578.9,1465.62,-1820054.48,0.0,-1833.4,10.3,0.78,shadowing_obscuration
sample_0380,-88.2341,-148.1937,24.91,95447.7,94792.57,-72578.9,1465.62,-1820054.48,0.0,-1929.3,15.6,1.24,steep_slope_hazard
sample_0381,-88.2438,-146.3258,25.92,96189.24,94849.64,-72578.9,1465.62,-1820054.48,0.0,-1958.7,5.8,1.27,shadowing_obscuration
sample_0382,-88.2374,-149.7437,24.09,94844.51,95134.76,-72578.9,1465.62,-1820054.48,0.0,-1854.6,11.0,1.31,shadowing_obscuration
sample_0383,-88.2492,-147.7552,25.18,95632.94,95362.99,-71935.03,1979.57,-1820074.03,0.0,-1866.8,24.3,1.39,steep_slope_hazard
sample_0384,-88.2588,-145.7098,26.27,96441.74,95591.12,-71935.03,1979.57,-1820074.03,0.0,-1822.1,7.9,0.76,shadowing_obscuration
sample_0385,-88.2534,-149.1796,24.43,95083.81,95819.43,-71935.03,1979.57,-1820074.03,0.0,-1847.7,17.1,0.61,steep_slope_hazard
sample_0386,-88.2641,-147.3051,25.45,95816.33,95876.49,-71935.03,1979.57,-1820074.03,0.0,-1835.4,9.5,0.96,shadowing_obscuration
sample_0387,-88.256,-150.7276,23.62,94489.33,96104.82,-71935.03,1979.57,-1820074.03,0.0,-1929.2,19.8,0.68,steep_slope_hazard
sample_0388,-88.2687,-148.7481,24.7,95264.9,96390.22,-71291.14,2493.51,-1820093.21,0.0,-1948.1,5.0,0.98,shadowing_obscuration
sample_0389,-88.2794,-146.6947,25.79,96064.36,94449.88,-71291.14,2493.51,-1820093.21,0.0,-1844.9,24.3,1.12,steep_slope_hazard
sample_0390,-88.2723,-150.1689,23.96,94725.62,94677.98,-71291.14,2493.51,-1820093.21,0.0,-1834.8,12.4,1.09,shadowing_obscuration
sample_0391,-88.2839,-148.3087,24.96,95447.4,94734.99,-71291.14,2493.51,-1820093.21,0.0,-1801.7,7.4,0.69,shadowing_obscuration
sample_0392,-88.294,-146.2623,26.04,96251.09,94963.16,-71291.14,2493.51,-1820093.21,0.0,-1905.7,3.7,0.42,shadowing_obscuration
sample_0393,-88.2877,-149.7597,24.22,94905.93,95248.36,-70647.24,3007.46,-1820112.03,0.0,-1913.0,5.9,0.76,shadowing_obscuration
sample_0394,-88.2995,-147.699,25.31,95692.69,95476.61,-70647.24,3007.46,-1820112.03,0.0,-1840.2,14.0,0.39,shadowing_obscuration
sample_0395,-88.3086,-145.8245,26.28,96441.63,95533.63,-70647.24,3007.46,-1820112.03,0.0,-1918.7,9.8,1.36,shadowing_obscuration
sample_0396,-88.3033,-149.2825,24.51,95084.34,95761.92,-70647.24,3007.46,-1820112.03,0.0,-1812.5,21.1,0.65,steep_slope_hazard
sample_0397,-88.3144,-147.2646,25.56,95878.66,95990.25,-70647.24,3007.46,-1820112.03,0.0,-1825.5,11.9,0.4,shadowing_obscuration
sample_0398,-88.3065,-150.7473,23.77,94548.11,96218.81,-70003.32,3521.4,-1820130.47,0.0,-1902.8,7.7,0.23,shadowing_obscuration
sample_0399,-88.3193,-148.6561,24.88,95325.33,94335.2,-70003.32,3521.4,-1820130.47,0.0,-1844.8,16.2,1.04,steep_slope_hazard
sample_0400,-88.3292,-146.8061,25.82,96065.24,94392.08,-70003.32,3521.4,-1820130.47,0.0,-1844.2,18.3,1.03,steep_slope_hazard
sample_0401,-88.3224,-150.2427,24.08,94725.55,94619.98,-70003.32,3521.4,-1820130.47,0.0,-1961.4,5.8,0.64,shadowing_obscuration
sample_0402,-88.3344,-148.2175,25.13,95507.67,94848.01,-70003.32,3521.4,-1820130.47,0.0,-1817.5,5.9,0.29,shadowing_obscuration
sample_0403,-88.3442,-146.195,26.15,96315.73,95076.21,-69359.39,4035.34,-1820148.55,0.0,-1889.1,2.8,0.73,shadowing_obscuration
sample_0404,-88.3389,-149.5748,24.47,94962.46,95361.81,-69359.39,4035.34,-1820148.55,0.0,-1831.2,18.9,0.6,steep_slope_hazard
sample_0405,-88.3493,-147.7996,25.37,95692.77,95418.89,-69359.39,4035.34,-1820148.55,0.0,-1922.4,17.3,1.08,steep_slope_hazard
sample_0406,-88.3588,-145.7334,26.4,96505.19,95647.34,-69359.39,4035.34,-1820148.55,0.0,-1818.8,12.9,0.99,shadowing_obscuration
sample_0407,-88.3542,-149.1599,24.72,95144.37,95875.7,-69359.39,4035.34,-1820148.55,0.0,-1909.9,21.4,0.67,steep_slope_hazard
sample_0408,-88.3646,-147.2238,25.68,95939.91,96104.06,-68715.44,4549.27,-1820166.26,0.0,-1978.0,20.5,0.48,steep_slope_hazard
sample_0409,-88.3575,-150.6389,23.99,94606.96,96332.45,-68715.44,4549.27,-1820166.26,0.0,-1817.0,15.5,1.48,steep_slope_hazard
sample_0410,-88.369,-148.8076,24.92,95325.92,96389.63,-68715.44,4549.27,-1820166.26,0.0,-1963.6,22.0,0.79,steep_slope_hazard
sample_0411,-88.3793,-146.7769,25.92,96127.06,94505.39,-68715.44,4549.27,-1820166.26,0.0,-1922.5,6.7,1.09,shadowing_obscuration
sample_0412,-88.3727,-150.2984,24.19,94784.61,94733.71,-68715.44,4549.27,-1820166.26,0.0,-1809.0,4.6,0.38,shadowing_obscuration
sample_0413,-88.3845,-148.2526,25.22,95569.07,94962.06,-68071.47,5063.21,-1820183.6,0.0,-1808.9,8.2,0.83,shadowing_obscuration
sample_0414,-88.3939,-146.3321,26.16,96315.13,95019.12,-68071.47,5063.21,-1820183.6,0.0,-1876.8,3.3,0.24,shadowing_obscuration
sample_0415,-88.3878,-149.9349,24.41,94963.52,95247.43,-68071.47,5063.21,-1820183.6,0.0,-1866.3,14.2,0.86,shadowing_obscuration
sample_0416,-88.3994,-147.8488,25.44,95754.53,95532.95,-68071.47,5063.21,-1820183.6,0.0,-1899.3,23.5,1.45,steep_slope_hazard
sample_0417,-88.4087,-145.7453,26.45,96570.08,95761.3,-68071.47,5063.21,-1820183.6,0.0,-1927.2,2.9,0.7,shadowing_obscuration
sample_0418,-88.4036,-149.3796,24.71,95204.71,95989.7,-67427.49,5577.14,-1820200.57,0.0,-1920.8,4.8,0.25,shadowing_obscuration
sample_0419,-88.4142,-147.4186,25.67,95941.32,96046.74,-67427.49,5577.14,-1820200.57,0.0,-1858.9,12.4,0.24,shadowing_obscuration
sample_0420,-88.4057,-151.141,23.86,94607.36,96275.22,-67427.49,5577.14,-1820200.57,0.0,-1844.6,23.5,0.7,steep_slope_hazard
sample_0421,-88.4187,-148.9744,24.94,95385.4,94334.86,-67427.49,5577.14,-1820200.57,0.0,-1837.5,9.3,0.41,shadowing_obscuration
sample_0422,-88.4293,-146.8046,25.99,96190.38,94619.99,-67427.49,5577.14,-1820200.57,0.0,-1837.9,13.7,0.23,shadowing_obscuration
sample_0423,-88.422,-150.5565,24.19,94844.48,94848.14,-66783.5,6091.06,-1820217.17,0.0,-1963.6,3.0,1.18,shadowing_obscuration
sample_0424,-88.4339,-148.5111,25.2,95570.45,94905.2,-66783.5,6091.06,-1820217.17,0.0,-1891.0,5.4,0.8,shadowing_obscuration
sample_0425,-88.444,-146.3229,26.23,96378.9,95133.44,-66783.5,6091.06,-1820217.17,0.0,-1969.6,24.7,0.58,steep_slope_hazard
sample_0426,-88.4373,-150.1462,24.43,95024.37,95361.58,-66783.5,6091.06,-1820217.17,0.0,-1881.1,24.2,1.37,steep_slope_hazard
sample_0427,-88.4493,-147.9136,25.5,95816.62,95647.02,-66783.5,6091.06,-1820217.17,0.0,-1900.5,2.1,0.35,shadowing_obscuration
sample_0428,-88.4586,-145.8255,26.49,96568.46,95704.05,-66139.49,6604.99,-1820233.4,0.0,-1820.2,23.9,1.44,steep_slope_hazard
sample_0429,-88.4528,-149.684,24.69,95202.0,95932.34,-66139.49,6604.99,-1820233.4,0.0,-1916.8,16.7,0.61,steep_slope_hazard
sample_0430,-88.4642,-147.4317,25.76,96001.07,96160.6,-66139.49,6604.99,-1820233.4,0.0,-1958.9,22.0,1.35,steep_slope_hazard
sample_0431,-88.4555,-151.3109,23.93,94666.08,96388.83,-66139.49,6604.99,-1820233.4,0.0,-1954.3,12.5,0.98,shadowing_obscuration
sample_0432,-88.4688,-149.0366,25.03,95447.97,94448.74,-65495.46,7118.91,-1820249.26,0.0,-1842.9,13.9,1.27,shadowing_obscuration
sample_0433,-88.4791,-146.9356,26.01,96190.32,94505.8,-65495.46,7118.91,-1820249.26,0.0,-1868.7,13.2,1.48,shadowing_obscuration
sample_0434,-88.4712,-150.8493,24.19,94843.71,94790.86,-65495.46,7118.91,-1820249.26,0.0,-1961.8,17.3,0.57,steep_slope_hazard
sample_0435,-88.484,-148.5467,25.29,95631.13,95019.02,-65495.46,7118.91,-1820249.26,0.0,-1964.9,5.2,1.45,shadowing_obscuration
sample_0436,-88.4943,-146.2185,26.36,96441.01,95247.21,-65495.46,7118.91,-1820249.26,0.0,-1853.8,2.7,0.71,shadowing_obscuration
sample_0437,-88.4875,-150.2164,24.53,95083.83,95475.42,-64851.42,7632.83,-1820264.75,0.0,-1966.9,9.1,0.7,shadowing_obscuration
sample_0438,-88.499,-148.0668,25.54,95815.65,95532.41,-64851.42,7632.83,-1820264.75,0.0,-1832.1,18.2,0.64,steep_slope_hazard
sample_0439,-88.4889,-152.0537,23.69,94489.31,95818.38,-64851.42,7632.83,-1820264.75,0.0,-1852.9,6.6,0.9,shadowing_obscuration
sample_0440,-88.503,-149.7294,24.8,95265.05,96046.18,-64851.42,7632.83,-1820264.75,0.0,-1965.4,17.5,0.4,steep_slope_hazard
sample_0441,-88.5145,-147.4004,25.87,96065.92,96274.38,-64851.42,7632.83,-1820264.75,0.0,-1964.7,24.3,0.92,steep_slope_hazard
sample_0442,-88.5047,-151.6072,23.95,94666.88,96331.47,-64207.37,8146.74,-1820279.88,0.0,-1802.4,4.2,0.9,shadowing_obscuration
sample_0443,-88.5182,-149.2685,25.04,95446.99,94391.33,-64207.37,8146.74,-1820279.88,0.0,-1912.6,17.5,1.19,steep_slope_hazard
sample_0444,-88.5293,-146.8792,26.13,96254.1,94619.4,-64207.37,8146.74,-1820279.88,0.0,-1913.3,12.2,1.28,shadowing_obscuration
sample_0445,-88.5214,-150.9256,24.31,94903.81,94904.55,-64207.37,8146.74,-1820279.88,0.0,-1833.7,22.0,0.77,steep_slope_hazard
sample_0446,-88.5342,-148.5579,25.4,95692.4,95132.74,-64207.37,8146.74,-1820279.88,0.0,-1809.5,6.1,0.59,shadowing_obscuration
sample_0447,-88.5441,-146.3324,26.39,96441.35,95189.75,-63563.3,8660.66,-1820294.63,0.0,-1802.5,17.9,0.54,steep_slope_hazard
sample_0448,-88.537,-150.4445,24.57,95085.48,95417.91,-63563.3,8660.66,-1820294.63,0.0,-1844.4,21.3,0.45,steep_slope_hazard
sample_0449,-88.5493,-148.0509,25.65,95877.83,95646.07,-63563.3,8660.66,-1820294.63,0.0,-1912.3,23.7,0.27,steep_slope_hazard
sample_0450,-88.5393,-152.1152,23.84,94548.0,95931.61,-63563.3,8660.66,-1820294.63,0.0,-1965.0,17.7,0.65,steep_slope_hazard
sample_0451,-88.5533,-149.754,24.92,95326.71,96159.83,-63563.3,8660.66,-1820294.63,0.0,-1840.1,13.4,0.55,shadowing_obscuration
sample_0452,-88.5643,-147.5221,25.91,96064.99,96216.95,-62919.22,9174.56,-1820309.02,0.0,-1879.5,16.2,1.46,steep_slope_hazard
sample_0453,-88.5552,-151.642,24.1,94725.18,96445.21,-62919.22,9174.56,-1820309.02,0.0,-1903.6,22.0,0.93,steep_slope_hazard
sample_0454,-88.5686,-149.2542,25.18,95509.34,94504.75,-62919.22,9174.56,-1820309.02,0.0,-1816.9,15.1,0.65,steep_slope_hazard
sample_0455,-88.5795,-146.8213,26.24,96316.47,94732.78,-62919.22,9174.56,-1820309.02,0.0,-1960.0,2.7,0.95,shadowing_obscuration
sample_0456,-88.5712,-151.1105,24.39,94903.11,94789.75,-62919.22,9174.56,-1820309.02,0.0,-1891.3,23.4,0.38,steep_slope_hazard
sample_0457,-88.584,-148.6885,25.46,95693.05,95075.03,-62275.12,9688.47,-1820323.04,0.0,-1978.0,17.9,0.78,steep_slope_hazard
sample_0458,-88.5944,-146.2132,26.53,96505.24,95303.41,-62275.12,9688.47,-1820323.04,0.0,-1895.6,17.6,1.01,steep_slope_hazard
sample_0459,-88.5876,-150.4254,24.73,95144.08,95531.36,-62275.12,9688.47,-1820323.04,0.0,-1969.9,7.0,0.84,shadowing_obscuration
sample_0460,-88.5998,-147.9259,25.82,95939.4,95759.54,-62275.12,9688.47,-1820323.04,0.0,-1958.6,17.2,0.72,steep_slope_hazard
sample_0461,-88.5892,-152.3057,23.94,94547.98,95816.56,-62275.12,9688.47,-1820323.04,0.0,-1958.8,11.1,1.49,shadowing_obscuration
sample_0462,-88.6032,-149.8927,25.0,95328.36,96044.68,-61631.01,10202.37,-1820336.69,0.0,-1863.1,17.0,1.34,steep_slope_hazard
sample_0463,-88.615,-147.3012,26.12,96127.8,96329.92,-61631.01,10202.37,-1820336.69,0.0,-1845.7,4.5,1.01,shadowing_obscuration
sample_0464,-88.6066,-151.4871,24.36,94784.17,94389.34,-61631.01,10202.37,-1820336.69,0.0,-1875.0,17.1,0.94,steep_slope_hazard
sample_0465,-88.6199,-148.9857,25.44,95569.67,94617.37,-61631.01,10202.37,-1820336.69,0.0,-1806.8,25.0,1.01,steep_slope_hazard
sample_0466,-88.6302,-146.5697,26.47,96315.58,94674.18,-61631.01,10202.37,-1820336.69,0.0,-1912.5,3.1,0.46,shadowing_obscuration
sample_0467,-88.6229,-150.8311,24.7,94962.87,94902.26,-60986.88,10716.27,-1820349.96,0.0,-1928.6,24.5,0.71,steep_slope_hazard
sample_0468,-88.6357,-148.225,25.81,95754.44,95187.47,-60986.88,10716.27,-1820349.96,0.0,-1823.7,11.4,0.25,shadowing_obscuration
sample_0469,-88.6457,-145.5079,26.95,96568.44,95415.27,-60986.88,10716.27,-1820349.96,0.0,-1939.8,22.0,0.82,steep_slope_hazard
sample_0470,-88.6395,-150.0418,25.08,95205.38,95643.1,-60986.88,10716.27,-1820349.96,0.0,-1806.6,20.0,0.91,steep_slope_hazard
sample_0471,-88.6512,-147.4759,26.17,95940.03,95700.0,-60986.88,10716.27,-1820349.96,0.0,-1977.8,15.0,0.5,steep_slope_hazard
sample_0472,-88.6429,-151.667,24.45,94607.22,95928.1,-60342.74,11230.16,-1820362.87,0.0,-1805.4,19.0,1.45,steep_slope_hazard
sample_0473,-88.6559,-149.2238,25.48,95386.0,96156.14,-60342.74,11230.16,-1820362.87,0.0,-1972.2,22.2,1.38,steep_slope_hazard
sample_0474,-88.667,-146.4993,26.61,96189.03,96440.65,-60342.74,11230.16,-1820362.87,0.0,-1819.6,11.3,1.14,shadowing_obscuration
sample_0475,-88.6593,-150.9956,24.79,94785.58,94328.93,-60342.74,11230.16,-1820362.87,0.0,-1885.0,9.5,0.89,shadowing_obscuration
sample_0476,-88.6719,-148.4037,25.87,95569.33,94557.14,-60342.74,11230.16,-1820362.87,0.0,-1801.3,17.4,1.33,steep_slope_hazard
sample_0477,-88.6822,-145.5892,27.02,96378.81,94785.47,-59698.59,11744.05,-1820375.41,0.0,-1966.7,20.6,0.37,steep_slope_hazard
sample_0478,-88.676,-150.1695,25.18,95022.91,95013.57,-59698.59,11744.05,-1820375.41,0.0,-1880.3,19.5,1.23,steep_slope_hazard
sample_0479,-88.6878,-147.5177,26.27,95816.34,95298.47,-59698.59,11744.05,-1820375.41,0.0,-1805.5,20.3,0.36,steep_slope_hazard
sample_0480,-88.6969,-144.7488,27.39,96569.34,95355.32,-59698.59,11744.05,-1820375.41,0.0,-1885.8,12.0,1.23,shadowing_obscuration
sample_0481,-88.6919,-149.4725,25.51,95204.8,95583.68,-59054.42,12257.93,-1820387.59,0.0,-1866.7,20.8,0.56,steep_slope_hazard
sample_0482,-88.7031,-146.7531,26.61,96002.2,95811.67,-59054.42,12257.93,-1820387.59,0.0,-1854.8,4.8,1.34,shadowing_obscuration
sample_0483,-88.6964,-150.9577,24.97,94666.38,96039.44,-59054.42,12257.93,-1820387.59,0.0,-1898.2,14.5,1.43,shadowing_obscuration
sample_0484,-88.7083,-148.5397,25.94,95447.98,96267.33,-59054.42,12257.93,-1820387.59,0.0,-1867.0,2.1,0.39,shadowing_obscuration
sample_0485,-88.7183,-145.8537,27.01,96189.59,96324.21,-59054.42,12257.93,-1820387.59,0.0,-1874.8,9.5,0.8,shadowing_obscuration
sample_0486,-88.7122,-150.3555,25.26,94844.28,94440.17,-58410.24,12771.82,-1820399.39,0.0,-1817.8,10.4,1.48,shadowing_obscuration
sample_0487,-88.7237,-147.8399,26.25,95630.91,94668.64,-58410.24,12771.82,-1820399.39,0.0,-1971.8,11.1,0.83,shadowing_obscuration
sample_0488,-88.7333,-144.8619,27.42,96441.96,94896.97,-58410.24,12771.82,-1820399.39,0.0,-1929.4,18.0,1.32,steep_slope_hazard
sample_0489,-88.7281,-149.6881,25.57,95021.46,94953.87,-58410.24,12771.82,-1820399.39,0.0,-1808.9,10.9,0.97,shadowing_obscuration
sample_0490,-88.7389,-147.1066,26.57,95816.1,95182.05,-58410.24,12771.82,-1820399.39,0.0,-1819.8,12.3,0.69,shadowing_obscuration
sample_0491,-88.7328,-151.1148,25.08,94489.32,95467.3,-57766.05,13285.69,-1820410.82,0.0,-1898.0,7.5,0.57,shadowing_obscuration
sample_0492,-88.7445,-148.7506,25.99,95265.65,95695.53,-57766.05,13285.69,-1820410.82,0.0,-1868.4,10.6,0.46,shadowing_obscuration
sample_0493,-88.7546,-146.0179,27.03,96065.46,95923.37,-57766.05,13285.69,-1820410.82,0.0,-1930.1,7.2,1.19,shadowing_obscuration
sample_0494,-88.7491,-150.3858,25.42,94666.56,95980.1,-57766.05,13285.69,-1820410.82,0.0,-1946.1,3.7,0.7,shadowing_obscuration
sample_0495,-88.7601,-147.9506,26.34,95445.98,96208.27,-57766.05,13285.69,-1820410.82,0.0,-1896.5,15.9,0.86,steep_slope_hazard
sample_0496,-88.7695,-145.1025,27.42,96252.19,96436.7,-57121.84,13799.56,-1820421.89,0.0,-1916.4,17.4,0.84,steep_slope_hazard
sample_0497,-88.7656,-149.4655,25.82,94905.69,94551.24,-57121.84,13799.56,-1820421.89,0.0,-1874.9,16.2,0.95,steep_slope_hazard
sample_0498,-88.7761,-146.8703,26.8,95693.12,94779.45,-57121.84,13799.56,-1820421.89,0.0,-1966.0,12.7,1.33,shadowing_obscuration
sample_0499,-88.7839,-144.3481,27.72,96442.11,94836.34,-57121.84,13799.56,-1820421.89,0.0,-1804.6,10.7,1.47,shadowing_obscuration
sample_0500,-88.7814,-148.7147,26.16,95084.04,95064.72,-57121.84,13799.56,-1820421.89,0.0,-1802.5,21.9,0.73,steep_slope_hazard
sample_0501,-88.7912,-145.9963,27.16,95878.01,95292.72,-56477.62,14313.43,-1820432.58,0.0,-1854.3,13.9,1.28,shadowing_obscuration
sample_0502,-88.7871,-150.0505,25.73,94548.07,95577.98,-56477.62,14313.43,-1820432.58,0.0,-1883.5,13.0,1.19,shadowing_obscuration
sample_0503,-88.7971,-147.8685,26.52,95264.82,95634.96,-56477.62,14313.43,-1820432.58,0.0,-1924.3,2.6,0.95,shadowing_obscuration
sample_0504,-88.8057,-145.3443,27.42,96064.68,95863.63,-56477.62,14313.43,-1820432.58,0.0,-1833.5,9.8,1.44,shadowing_obscuration
sample_0505,-88.803,-149.3025,26.06,94725.56,96092.37,-56477.62,14313.43,-1820432.58,0.0,-1856.7,10.7,0.46,shadowing_obscuration
sample_0506,-88.8128,-146.8263,26.95,95509.02,96321.26,-55833.39,14827.29,-1820442.91,0.0,-1950.7,11.2,0.34,shadowing_obscuration
sample_0507,-88.8201,-144.591,27.69,96315.04,94375.97,-55833.39,14827.29,-1820442.91,0.0,-1816.0,15.3,1.31,steep_slope_hazard
sample_0508,-88.8186,-148.5707,26.37,94904.04,94432.88,-55833.39,14827.29,-1820442.91,0.0,-1831.9,14.3,0.77,shadowing_obscuration
sample_0509,-88.8275,-146.2129,27.19,95693.5,94718.6,-55833.39,14827.29,-1820442.91,0.0,-1809.0,16.0,1.3,steep_slope_hazard
sample_0510,-88.8342,-144.0001,27.91,96505.12,94947.07,-55833.39,14827.29,-1820442.91,0.0,-1849.4,19.6,1.36,steep_slope_hazard
sample_0511,-88.8342,-147.67,26.73,95144.8,95175.6,-55189.14,15341.15,-1820452.86,0.0,-1869.6,20.7,0.28,steep_slope_hazard
sample_0512,-88.8422,-145.4163,27.48,95940.79,95404.35,-55189.14,15341.15,-1820452.86,0.0,-1904.7,18.5,1.35,steep_slope_hazard
sample_0513,-88.8398,-149.3249,26.21,94548.21,95461.38,-55189.14,15341.15,-1820452.86,0.0,-1812.1,24.0,0.78,steep_slope_hazard
sample_0514,-88.8493,-146.9489,27.02,95325.32,95747.5,-55189.14,15341.15,-1820452.86,0.0,-1824.1,2.4,0.86,shadowing_obscuration
sample_0515,-88.8564,-144.7746,27.72,96128.59,95976.38,-55189.14,15341.15,-1820452.86,0.0,-1971.9,6.5,1.01,shadowing_obscuration
sample_0516,-88.8557,-148.4174,26.57,94785.08,96205.15,-54544.89,15855.01,-1820462.45,0.0,-1975.3,2.2,1.4,shadowing_obscuration
sample_0517,-88.8639,-146.3081,27.27,95508.8,96262.17,-54544.89,15855.01,-1820462.45,0.0,-1912.2,16.9,0.22,steep_slope_hazard
sample_0518,-88.8706,-144.0696,27.97,96315.07,94315.69,-54544.89,15855.01,-1820462.45,0.0,-1834.1,22.7,0.82,steep_slope_hazard
sample_0519,-88.8709,-147.6892,26.87,94963.95,94544.18,-54544.89,15855.01,-1820462.45,0.0,-1802.3,7.6,1.09,shadowing_obscuration
sample_0520,-88.8787,-145.4742,27.57,95754.46,94830.1,-54544.89,15855.01,-1820462.45,0.0,-1952.9,23.3,1.14,steep_slope_hazard
sample_0521,-88.8848,-143.1119,28.31,96568.41,95058.83,-53900.62,16368.85,-1820471.67,0.0,-1873.1,3.4,1.1,shadowing_obscuration
sample_0522,-88.8858,-147.0305,27.12,95145.28,95115.89,-53900.62,16368.85,-1820471.67,0.0,-1911.4,23.5,0.37,steep_slope_hazard
sample_0523,-88.893,-144.7514,27.83,95939.91,95344.7,-53900.62,16368.85,-1820471.67,0.0,-1805.4,10.1,0.59,shadowing_obscuration
sample_0524,-88.8925,-148.3881,26.74,94606.9,95573.42,-53900.62,16368.85,-1820471.67,0.0,-1828.4,4.3,0.67,shadowing_obscuration
